reporting_period,project_id,project_county,project_city,project_zip,electric_utility,project_completion_date,total_project_cost,pre_retrofit_home_heating_fuel_type,size_of_home,number_of_units,job_type,type_of_dwelling,measure_type,estimated_annual_kwh_savings,estimated_annual_mmbtu_savings,first_year_modeled_project_energy_savings_estimate,location_1,:@computed_region_yamh_8v7k,:@computed_region_wbg7_3whc,:@computed_region_kjdx_g34t,year_home_built,gas_utility
2021-01-30T00:00:00.000,363476,Warren,Queensbury,12804,National Grid,2018-12-04T00:00:00.000,8421,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,910,16,271,"{'latitude': '43.335343', 'longitude': '-73.676867', 'human_address': '{""address"": """", ""city"": ""Queensbury"", ""state"": ""NY"", ""zip"": ""12804""}'}",818,785,2183,1954,National Grid
2021-01-30T00:00:00.000,410911,Clinton,Cadyville,12918,New York State Electric & Gas,2019-10-31T00:00:00.000,4101,Oil,"3,521",1,Home Performance,Single Family,Building Shell,705,17,386,"{'latitude': '44.68459', 'longitude': '-73.668697', 'human_address': '{""address"": """", ""city"": ""Cadyville"", ""state"": ""NY"", ""zip"": ""12918""}'}",2,211,2038,1984,
2021-01-30T00:00:00.000,426591,Oneida,Utica,13501,National Grid,2020-01-07T00:00:00.000,5734,Natural Gas,"1,080",1,Home Performance,Single Family,Building Shell,528,45,424,"{'latitude': '43.085324', 'longitude': '-75.228495', 'human_address': '{""address"": """", ""city"": ""Utica"", ""state"": ""NY"", ""zip"": ""13501""}'}",984,1464,625,,National Grid
2021-01-30T00:00:00.000,351151,Nassau,Jericho,11753,Long Island Power Authority,2018-04-24T00:00:00.000,5171,Oil,"1,165",1,Home Performance,Single Family,Building Shell,1043,17,583,"{'latitude': '40.788138', 'longitude': '-73.537344', 'human_address': '{""address"": """", ""city"": ""Jericho"", ""state"": ""NY"", ""zip"": ""11753""}'}",59,1126,2094,1959,
2021-01-30T00:00:00.000,399394,Queens,Queens,11365,Consolidated Edison,2019-04-25T00:00:00.000,3816,Natural Gas,968,1,Home Performance,Single Family,Building Shell,510,31,542,"{'latitude': '40.739381', 'longitude': '-73.793039', 'human_address': '{""address"": """", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": ""11365""}'}",196,835,2137,1942,National Grid
2021-01-30T00:00:00.000,378273,Lewis,Croghan,13327,National Grid,2019-02-15T00:00:00.000,4534,Natural Gas,"2,526",1,Home Performance,Single Family,Building Shell,0,25,229,"{'latitude': '43.944401', 'longitude': '-75.295135', 'human_address': '{""address"": """", ""city"": ""Croghan"", ""state"": ""NY"", ""zip"": ""13327""}'}",609,541,623,1913,Saint Lawrence Gas
2021-01-30T00:00:00.000,325468,Monroe,Rochester,14605,Rochester Gas & Electric,2018-05-18T00:00:00.000,4258,Natural Gas,"1,614",1,Home Performance,Single Family,Building Shell,1725,25,435,"{'latitude': '43.168062', 'longitude': '-77.600913', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14605""}'}",537,1663,2093,,Rochester Gas & Electric
2021-01-30T00:00:00.000,322243,Chautauqua,Jamestown,14701,New York State Electric & Gas,2018-09-13T00:00:00.000,1019,Natural Gas,"1,010",1,Home Performance,Single Family,Building Shell,0,15,148,"{'latitude': '42.088748', 'longitude': '-79.250031', 'human_address': '{""address"": """", ""city"": ""Jamestown"", ""state"": ""NY"", ""zip"": ""14701""}'}",209,1687,2035,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,427798,Putnam,Mahopac,10541,New York State Electric & Gas,2019-10-24T00:00:00.000,5682,Oil,"3,295",1,Home Performance,Single Family,Building Shell,1844,30,766,"{'latitude': '41.373567', 'longitude': '-73.750913', 'human_address': '{""address"": """", ""city"": ""Mahopac"", ""state"": ""NY"", ""zip"": ""10541""}'}",103,1257,627,1991,
2021-01-30T00:00:00.000,399397,Kings,Brooklyn,11220,Consolidated Edison,2019-03-25T00:00:00.000,604,Electric,Report SF less than 800,1,Electric Reduction,Single Family,Building Shell,510,1,122,"{'latitude': '40.640771', 'longitude': '-74.016133', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11220""}'}",894,899,2090,1971,Consolidated Edison
2021-01-30T00:00:00.000,425491,Queens,St. Albans,11412,Consolidated Edison,2019-10-31T00:00:00.000,2006,Natural Gas,"1,784",1,Home Performance,Single Family,Building Shell,827,3,213,"{'latitude': '40.698064', 'longitude': '-73.759234', 'human_address': '{""address"": """", ""city"": ""St. Albans"", ""state"": ""NY"", ""zip"": ""11412""}'}",196,851,2137,1971,National Grid
2021-01-30T00:00:00.000,347647,Ulster,Highland,12528,Central Hudson Gas & Electric,2018-04-06T00:00:00.000,6970,Propane,Report SF less than 800,1,Home Performance,Single Family,Building Shell,0,17,478,"{'latitude': '41.730554', 'longitude': '-73.991662', 'human_address': '{""address"": """", ""city"": ""Highland"", ""state"": ""NY"", ""zip"": ""12528""}'}",423,972,2182,1956,
2021-01-30T00:00:00.000,335337,Chautauqua,Frewsburg,14738,National Grid,2018-06-14T00:00:00.000,3420,Electric,"2,650",1,Home Performance,Single Family,Building Shell,54,28,432,"{'latitude': '42.047081', 'longitude': '-79.057195', 'human_address': '{""address"": """", ""city"": ""Frewsburg"", ""state"": ""NY"", ""zip"": ""14738""}'}",375,1716,2034,,National Grid
2021-01-30T00:00:00.000,371290,Erie,Lackawanna,14218,National Grid,2018-09-27T00:00:00.000,7709,Natural Gas,"1,375",1,Home Performance,Single Family,Building Shell,510,84,874,"{'latitude': '42.818699', 'longitude': '-78.818268', 'human_address': '{""address"": """", ""city"": ""Lackawanna"", ""state"": ""NY"", ""zip"": ""14218""}'}",287,107,2041,1923,National Fuel Gas Distribution
2021-01-30T00:00:00.000,397035,Livingston,Dansville,14437,New York State Electric & Gas,2019-05-21T00:00:00.000,3625,Natural Gas,"1,512",1,Home Performance,Single Family,Building Shell,393,4,79,"{'latitude': '42.572866', 'longitude': '-77.723485', 'human_address': '{""address"": """", ""city"": ""Dansville"", ""state"": ""NY"", ""zip"": ""14437""}'}",739,228,2091,1881,New York State Electric & Gas
2021-01-30T00:00:00.000,408005,Onondaga,Syracuse,13207,National Grid,2019-09-09T00:00:00.000,5237,Natural Gas,"1,996",1,Home Performance,Single Family,Building Shell,410,25,247,"{'latitude': '43.019009', 'longitude': '-76.164985', 'human_address': '{""address"": """", ""city"": ""Syracuse"", ""state"": ""NY"", ""zip"": ""13207""}'}",687,725,2132,1932,National Grid
2021-01-30T00:00:00.000,434845,Onondaga,Syracuse,13205,National Grid,2020-01-06T00:00:00.000,4930,Natural Gas,"1,638",1,Home Performance,Single Family,Building Shell,443,39,370,"{'latitude': '43.00819', 'longitude': '-76.144124', 'human_address': '{""address"": """", ""city"": ""Syracuse"", ""state"": ""NY"", ""zip"": ""13205""}'}",687,714,2132,1957,National Grid
2021-01-30T00:00:00.000,320366,Onondaga,Marcellus,13108,National Grid,2018-03-20T00:00:00.000,5966,Oil,"1,568",1,Home Performance,Single Family,Building Shell,1105,37,594,"{'latitude': '42.974441', 'longitude': '-76.331005', 'human_address': '{""address"": """", ""city"": ""Marcellus"", ""state"": ""NY"", ""zip"": ""13108""}'}",695,644,2132,1902,
2021-01-30T00:00:00.000,361510,Kings,Brooklyn,11233,Consolidated Edison,2018-08-09T00:00:00.000,684,Electric,Report SF less than 800,1,Electric Reduction,Single Family,Building Shell,510,0,97,"{'latitude': '40.67783', 'longitude': '-73.919096', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11233""}'}",894,816,2090,1913,Consolidated Edison
2021-01-30T00:00:00.000,380098,Monroe,Rochester,14622,Rochester Gas & Electric,2019-01-07T00:00:00.000,1544,Natural Gas,"2,320",1,Home Performance,Single Family,Building Shell,0,6,58,"{'latitude': '43.214152', 'longitude': '-77.554575', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14622""}'}",545,1681,2093,1990,Rochester Gas & Electric
2021-01-30T00:00:00.000,399942,Kings,Brooklyn,11236,Consolidated Edison,2019-05-28T00:00:00.000,5696,Natural Gas,"2,414",1,Home Performance,Single Family,Building Shell,1482,26,617,"{'latitude': '40.640299', 'longitude': '-73.902635', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11236""}'}",894,819,2090,1961,National Grid
2021-01-30T00:00:00.000,352859,Monroe,Rochester,14613,Rochester Gas & Electric,2019-03-28T00:00:00.000,581,Electric,"1,280",1,Home Performance,Single Family,Building Shell,510,1,62,"{'latitude': '43.182592', 'longitude': '-77.638827', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14613""}'}",537,1672,2093,,Rochester Gas & Electric
2021-01-30T00:00:00.000,417636,Bronx,The Bronx,10463,Consolidated Edison,2019-06-24T00:00:00.000,621,Natural Gas,Report SF less than 800,1,Electric Reduction,Single Family,Building Shell,477,1,119,"{'latitude': '40.881792', 'longitude': '-73.907189', 'human_address': '{""address"": """", ""city"": ""The Bronx"", ""state"": ""NY"", ""zip"": ""10463""}'}",307,676,2032,,Consolidated Edison
2021-01-30T00:00:00.000,396543,St. Lawrence,Ogdensburg,13669,National Grid,2019-05-23T00:00:00.000,3289,Natural Gas,"1,124",1,Home Performance,Single Family,Building Shell,510,15,228,"{'latitude': '44.652305', 'longitude': '-75.506864', 'human_address': '{""address"": """", ""city"": ""Ogdensburg"", ""state"": ""NY"", ""zip"": ""13669""}'}",317,1591,2140,,Saint Lawrence Gas
2021-01-30T00:00:00.000,340406,Chautauqua,Dunkirk,14048,National Grid,2018-05-11T00:00:00.000,3970,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,477,30,351,"{'latitude': '42.479528', 'longitude': '-79.318146', 'human_address': '{""address"": """", ""city"": ""Dunkirk"", ""state"": ""NY"", ""zip"": ""14048""}'}",217,508,2035,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,348333,Kings,Brooklyn,11205,Consolidated Edison,2018-03-28T00:00:00.000,5717,Natural Gas,"2,751",1,Home Performance,Single Family,Building Shell,890,39,820,"{'latitude': '40.694368', 'longitude': '-73.965365', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11205""}'}",894,883,2090,2003,National Grid
2021-01-30T00:00:00.000,408194,Erie,Buffalo,14206,National Grid,2019-07-26T00:00:00.000,4631,Natural Gas,912,1,Home Performance,Single Family,Building Shell,510,22,216,"{'latitude': '42.880862', 'longitude': '-78.811012', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14206""}'}",300,62,2041,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,353276,Monroe,Rochester,14621,Rochester Gas & Electric,2018-05-04T00:00:00.000,5421,Natural Gas,"1,600",1,Home Performance,Single Family,Building Shell,510,32,374,"{'latitude': '43.185561', 'longitude': '-77.601927', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14621""}'}",537,1680,2093,1921,Rochester Gas & Electric
2021-01-30T00:00:00.000,346109,St. Lawrence,Potsdam,13676,National Grid,2018-06-08T00:00:00.000,2580,Propane,"1,622",1,Home Performance,Single Family,Building Shell,510,9,255,"{'latitude': '44.65525', 'longitude': '-74.932432', 'human_address': '{""address"": """", ""city"": ""Potsdam"", ""state"": ""NY"", ""zip"": ""13676""}'}",312,1597,2140,,
2021-01-30T00:00:00.000,335619,Steuben,Hornell,14843,New York State Electric & Gas,2019-02-11T00:00:00.000,947,Natural Gas,"1,722",1,Home Performance,Single Family,Building Shell,510,11,151,"{'latitude': '42.333429', 'longitude': '-77.643687', 'human_address': '{""address"": """", ""city"": ""Hornell"", ""state"": ""NY"", ""zip"": ""14843""}'}",31,1782,2178,1949,National Fuel Gas Distribution
2021-01-30T00:00:00.000,365665,Suffolk,Huntington Station,11746,Long Island Power Authority,2018-09-20T00:00:00.000,6617,Oil,"1,474",1,Home Performance,Single Family,Building Shell,0,47,1145,"{'latitude': '40.815715', 'longitude': '-73.364729', 'human_address': '{""address"": """", ""city"": ""Huntington Station"", ""state"": ""NY"", ""zip"": ""11746""}'}",1020,1121,2179,1961,
2021-01-30T00:00:00.000,350515,Saratoga,Stillwater,12170,New York State Electric & Gas,2019-03-21T00:00:00.000,7150,Kerosene,"1,064",1,Home Performance,Mobile,Building Shell,510,30,844,"{'latitude': '42.995635', 'longitude': '-73.661774', 'human_address': '{""address"": """", ""city"": ""Stillwater"", ""state"": ""NY"", ""zip"": ""12170""}'}",993,1415,2141,2001,
2021-01-30T00:00:00.000,351860,Kings,Brooklyn,11236,Consolidated Edison,2018-06-11T00:00:00.000,5459,Natural Gas,"1,760",1,Home Performance,Single Family,Building Shell,1625,30,704,"{'latitude': '40.640299', 'longitude': '-73.902635', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11236""}'}",894,819,2090,1963,National Grid
2021-01-30T00:00:00.000,423356,Allegany,Alfred,14802,New York State Electric & Gas,2019-09-23T00:00:00.000,8966,Natural Gas,"1,056",1,Home Performance,Single Family,Building Shell,477,50,416,"{'latitude': '42.254868', 'longitude': '-77.790107', 'human_address': '{""address"": """", ""city"": ""Alfred"", ""state"": ""NY"", ""zip"": ""14802""}'}",474,1749,2031,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,356733,Monroe,Rochester,14619,Rochester Gas & Electric,2018-08-20T00:00:00.000,1470,Natural Gas,"1,350",1,Home Performance,Single Family,Building Shell,1082,10,219,"{'latitude': '43.136078', 'longitude': '-77.647947', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14619""}'}",537,1678,2093,1941,Rochester Gas & Electric
2021-01-30T00:00:00.000,380097,Orange,Monroe,10950,Orange & Rockland,2019-02-11T00:00:00.000,3617,Natural Gas,"2,776",1,Home Performance,Single Family,Building Shell,0,20,286,"{'latitude': '41.322198', 'longitude': '-74.194618', 'human_address': '{""address"": """", ""city"": ""Monroe"", ""state"": ""NY"", ""zip"": ""10950""}'}",871,1542,2134,,Orange & Rockland
2021-01-30T00:00:00.000,441130,Onondaga,Syracuse,13206,National Grid,2020-01-07T00:00:00.000,7338,Natural Gas,"1,234",1,Home Performance,Single Family,Building Shell,510,46,430,"{'latitude': '43.071381', 'longitude': '-76.107915', 'human_address': '{""address"": """", ""city"": ""Syracuse"", ""state"": ""NY"", ""zip"": ""13206""}'}",687,715,2132,1941,National Grid
2021-01-30T00:00:00.000,429637,Onondaga,Syracuse,13215,National Grid,2019-11-07T00:00:00.000,3790,Natural Gas,950,1,Home Performance,Single Family,Building Shell,107,28,243,"{'latitude': '42.987251', 'longitude': '-76.220062', 'human_address': '{""address"": """", ""city"": ""Syracuse"", ""state"": ""NY"", ""zip"": ""13215""}'}",693,732,2132,1932,National Grid
2021-01-30T00:00:00.000,417978,Dutchess,Poughkeepsie,12601,Central Hudson Gas & Electric,2019-10-14T00:00:00.000,7378,Natural Gas,"1,528",1,Home Performance,Single Family,Building Shell,764,63,1007,"{'latitude': '41.701885', 'longitude': '-73.916509', 'human_address': '{""address"": """", ""city"": ""Poughkeepsie"", ""state"": ""NY"", ""zip"": ""12601""}'}",588,1021,2040,1951,Central Hudson Gas & Electric
2021-01-30T00:00:00.000,370179,Monroe,Rochester,14622,Rochester Gas & Electric,2019-04-18T00:00:00.000,1797,Natural Gas,"1,100",1,Home Performance,Single Family,Heating and Cooling,443,6,108,"{'latitude': '43.214152', 'longitude': '-77.554575', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14622""}'}",545,1681,2093,,Rochester Gas & Electric
2021-01-30T00:00:00.000,390348,Steuben,Prattsburgh,14873,New York State Electric & Gas,2019-09-25T00:00:00.000,1328,Coal,"2,496",1,Home Performance,Single Family,Building Shell,443,1,104,"{'latitude': '42.523492', 'longitude': '-77.293814', 'human_address': '{""address"": """", ""city"": ""Prattsburgh"", ""state"": ""NY"", ""zip"": ""14873""}'}",27,59,2178,,
2021-01-30T00:00:00.000,365647,Broome,Port Crane,13833,New York State Electric & Gas,2018-12-20T00:00:00.000,5841,Wood,806,1,Home Performance,Single Family,Building Shell,510,16,203,"{'latitude': '42.190693', 'longitude': '-75.776648', 'human_address': '{""address"": """", ""city"": ""Port Crane"", ""state"": ""NY"", ""zip"": ""13833""}'}",945,453,2033,,
2021-01-30T00:00:00.000,442844,Wayne,Walworth,14568,Rochester Gas & Electric,2020-01-20T00:00:00.000,11463,Propane,"2,700",1,Home Performance,Single Family,Building Shell,301,18,109,"{'latitude': '43.141672', 'longitude': '-77.283425', 'human_address': '{""address"": """", ""city"": ""Walworth"", ""state"": ""NY"", ""zip"": ""14568""}'}",627,414,631,,
2021-01-30T00:00:00.000,415804,Nassau,Glenwood Landing,11547,Long Island Power Authority,2019-09-03T00:00:00.000,5201,Natural Gas,920,1,Home Performance,Single Family,Building Shell,0,23,281,"{'latitude': '40.832357', 'longitude': '-73.644791', 'human_address': '{""address"": """", ""city"": ""Glenwood Landing"", ""state"": ""NY"", ""zip"": ""11547""}'}",59,1360,2094,1981,National Grid
2021-01-30T00:00:00.000,322967,Erie,Buffalo,14209,National Grid,2018-03-23T00:00:00.000,4675,Natural Gas,"1,288",1,Home Performance,Single Family,Building Shell,2756,63,731,"{'latitude': '42.914323', 'longitude': '-78.865638', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14209""}'}",300,65,2041,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,387993,Albany,Albany,12203,National Grid,2019-04-22T00:00:00.000,4123,Natural Gas,980,1,Home Performance,Single Family,Building Shell,510,18,239,"{'latitude': '42.680815', 'longitude': '-73.836193', 'human_address': '{""address"": """", ""city"": ""Albany"", ""state"": ""NY"", ""zip"": ""12203""}'}",832,40,2030,1981,National Grid
2021-01-30T00:00:00.000,364113,Suffolk,Mastic,11950,Long Island Power Authority,2018-10-25T00:00:00.000,5573,Oil,"2,300",1,Home Performance,Single Family,Building Shell,410,34,786,"{'latitude': '40.806181', 'longitude': '-72.8486', 'human_address': '{""address"": """", ""city"": ""Mastic"", ""state"": ""NY"", ""zip"": ""11950""}'}",1022,1608,2179,1991,
2021-01-30T00:00:00.000,370916,Monroe,Rochester,14611,Rochester Gas & Electric,2018-10-04T00:00:00.000,9100,Natural Gas,"1,440",1,Home Performance,Single Family,Building Shell,1319,72,852,"{'latitude': '43.148072', 'longitude': '-77.643386', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14611""}'}",537,1669,2093,1941,Rochester Gas & Electric
2021-01-30T00:00:00.000,368349,Jefferson,Watertown,13601,National Grid,2019-04-01T00:00:00.000,6536,Natural Gas,"1,600",1,Home Performance,Single Family,Building Shell,1211,55,667,"{'latitude': '43.977155', 'longitude': '-75.916148', 'human_address': '{""address"": """", ""city"": ""Watertown"", ""state"": ""NY"", ""zip"": ""13601""}'}",841,1466,2089,1921,National Grid
2021-01-30T00:00:00.000,391507,Westchester,Yonkers,10703,Consolidated Edison,2019-03-21T00:00:00.000,3788,Natural Gas,"1,876",1,Home Performance,Single Family,Building Shell,443,16,355,"{'latitude': '40.957068', 'longitude': '-73.880829', 'human_address': '{""address"": """", ""city"": ""Yonkers"", ""state"": ""NY"", ""zip"": ""10703""}'}",948,1442,2185,,Consolidated Edison
2021-01-30T00:00:00.000,382558,Tompkins,Ithaca,14850,New York State Electric & Gas,2019-02-25T00:00:00.000,5356,Natural Gas,"1,048",1,Home Performance,Single Family,Building Shell,0,32,332,"{'latitude': '42.443738', 'longitude': '-76.497069', 'human_address': '{""address"": """", ""city"": ""Ithaca"", ""state"": ""NY"", ""zip"": ""14850""}'}",709,1786,2181,,New York State Electric & Gas
2021-01-30T00:00:00.000,412522,Allegany,Little Genesee,14754,Rochester Gas & Electric,2019-10-24T00:00:00.000,2909,Propane,Report SF less than 800,1,Home Performance,Single Family,Building Shell,393,15,346,"{'latitude': '42.022602', 'longitude': '-78.196478', 'human_address': '{""address"": """", ""city"": ""Little Genesee"", ""state"": ""NY"", ""zip"": ""14754""}'}",458,1728,2031,1976,
2021-01-30T00:00:00.000,348156,Oneida,New York Mills,13417,National Grid,2018-06-05T00:00:00.000,3777,Natural Gas,"1,198",1,Home Performance,Single Family,Building Shell,0,27,248,"{'latitude': '43.101349', 'longitude': '-75.292939', 'human_address': '{""address"": """", ""city"": ""New York Mills"", ""state"": ""NY"", ""zip"": ""13417""}'}",978,1277,625,1921,National Grid
2021-01-30T00:00:00.000,361225,Oneida,Utica,13501,National Grid,2018-09-20T00:00:00.000,4368,Natural Gas,"2,240",1,Home Performance,Single Family,Building Shell,494,21,263,"{'latitude': '43.085324', 'longitude': '-75.228495', 'human_address': '{""address"": """", ""city"": ""Utica"", ""state"": ""NY"", ""zip"": ""13501""}'}",984,1464,625,,National Grid
2021-01-30T00:00:00.000,318851,Chautauqua,Jamestown,14701,Municipal,2018-10-16T00:00:00.000,6735,Natural Gas,"2,490",1,Home Performance,Single Family,Building Shell,0,50,479,"{'latitude': '42.088748', 'longitude': '-79.250031', 'human_address': '{""address"": """", ""city"": ""Jamestown"", ""state"": ""NY"", ""zip"": ""14701""}'}",209,1687,2035,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,358154,Bronx,Bronx,10467,Consolidated Edison,2018-06-05T00:00:00.000,540,Natural Gas,Report SF less than 800,1,Electric Reduction,Single Family,Building Shell,393,1,79,"{'latitude': '40.874901', 'longitude': '-73.870219', 'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10467""}'}",307,704,2032,,National Grid
2021-01-30T00:00:00.000,391583,Herkimer,Ilion,13357,Municipal,2019-04-11T00:00:00.000,1346,Natural Gas,"1,480",1,Home Performance,Single Family,Building Shell,0,4,35,"{'latitude': '42.982885', 'longitude': '-75.066909', 'human_address': '{""address"": """", ""city"": ""Ilion"", ""state"": ""NY"", ""zip"": ""13357""}'}",680,564,2088,,National Grid
2021-01-30T00:00:00.000,432050,Westchester,Mamaroneck,10543,Consolidated Edison,2020-01-14T00:00:00.000,13467,Oil,"3,840",1,Home Performance,Single Family,Building Shell,1234,85,1800,"{'latitude': '40.952304', 'longitude': '-73.734488', 'human_address': '{""address"": """", ""city"": ""Mamaroneck"", ""state"": ""NY"", ""zip"": ""10543""}'}",952,1258,2185,1889,
2021-01-30T00:00:00.000,344635,Kings,Brooklyn,11212,Consolidated Edison,2018-02-20T00:00:00.000,322,Natural Gas,800,1,Electric Reduction,Single Family,Building Shell,54,1,22,"{'latitude': '40.661868', 'longitude': '-73.913254', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11212""}'}",894,890,2090,,National Grid
2021-01-30T00:00:00.000,389680,Saratoga,Saratoga Springs,12866,National Grid,2019-12-10T00:00:00.000,1056,Propane,"1,996",1,Home Performance,Mobile,Building Shell,0,2,70,"{'latitude': '43.07772', 'longitude': '-73.759248', 'human_address': '{""address"": """", ""city"": ""Saratoga Springs"", ""state"": ""NY"", ""zip"": ""12866""}'}",994,147,2141,2000,
2021-01-30T00:00:00.000,367867,Seneca,Lodi,14860,New York State Electric & Gas,2019-06-21T00:00:00.000,561,Propane,"1,450",1,Home Performance,Single Family,Building Shell,477,1,59,"{'latitude': '42.591332', 'longitude': '-76.835919', 'human_address': '{""address"": """", ""city"": ""Lodi"", ""state"": ""NY"", ""zip"": ""14860""}'}",580,24,2144,2006,
2021-01-30T00:00:00.000,321534,Niagara,Niagara Falls,14301,National Grid,2018-05-01T00:00:00.000,4353,Natural Gas,"1,125",1,Home Performance,Single Family,Building Shell,0,32,305,"{'latitude': '43.095575', 'longitude': '-79.040037', 'human_address': '{""address"": """", ""city"": ""Niagara Falls"", ""state"": ""NY"", ""zip"": ""14301""}'}",159,165,2131,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,345326,Erie,Buffalo,14212,National Grid,2018-05-22T00:00:00.000,6181,Natural Gas,"1,540",1,Home Performance,Single Family,Building Shell,510,37,422,"{'latitude': '42.894621', 'longitude': '-78.820464', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14212""}'}",300,68,2041,1903,National Fuel Gas Distribution
2021-01-30T00:00:00.000,393562,Erie,Tonawanda,14150,National Grid,2019-04-04T00:00:00.000,586,Natural Gas,"1,554",1,Home Performance,Single Family,Building Shell,510,6,125,"{'latitude': '42.999597', 'longitude': '-78.867291', 'human_address': '{""address"": """", ""city"": ""Tonawanda"", ""state"": ""NY"", ""zip"": ""14150""}'}",278,8,2041,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,373958,Queens,Rosedale,11422,Consolidated Edison,2019-02-05T00:00:00.000,7181,Natural Gas,"3,349",1,Home Performance,Single Family,Building Shell,510,40,634,"{'latitude': '40.663668', 'longitude': '-73.73468', 'human_address': '{""address"": """", ""city"": ""Rosedale"", ""state"": ""NY"", ""zip"": ""11422""}'}",196,1169,2137,1963,National Grid
2021-01-30T00:00:00.000,420177,Monroe,Rochester,14619,Rochester Gas & Electric,2019-10-28T00:00:00.000,2036,Natural Gas,992,1,Home Performance,Single Family,Building Shell,510,4,82,"{'latitude': '43.136078', 'longitude': '-77.647947', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14619""}'}",537,1678,2093,1921,Rochester Gas & Electric
2021-01-30T00:00:00.000,336059,Wayne,North Rose,14516,Rochester Gas & Electric,2018-07-23T00:00:00.000,1310,Natural Gas,"1,656",1,Home Performance,Single Family,Building Shell,0,4,38,"{'latitude': '43.197939', 'longitude': '-76.913282', 'human_address': '{""address"": """", ""city"": ""North Rose"", ""state"": ""NY"", ""zip"": ""14516""}'}",636,326,631,,Rochester Gas & Electric
2021-01-30T00:00:00.000,321595,Erie,Buffalo,14220,National Grid,2019-02-21T00:00:00.000,4955,Natural Gas,"1,818",1,Home Performance,Single Family,Building Shell,994,48,602,"{'latitude': '42.843899', 'longitude': '-78.819319', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14220""}'}",300,109,2041,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,348875,Bronx,Bronx,10462,Consolidated Edison,2018-05-29T00:00:00.000,6981,Natural Gas,"1,986",1,Home Performance,Single Family,Building Shell,1017,51,1052,"{'latitude': '40.841597', 'longitude': '-73.857475', 'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10462""}'}",307,675,2032,1908,Consolidated Edison
2021-01-30T00:00:00.000,370162,Oneida,Utica,13502,National Grid,2018-11-02T00:00:00.000,5082,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,566,37,420,"{'latitude': '43.125063', 'longitude': '-75.202584', 'human_address': '{""address"": """", ""city"": ""Utica"", ""state"": ""NY"", ""zip"": ""13502""}'}",929,1465,625,1951,National Grid
2021-01-30T00:00:00.000,387161,Queens,Queens,11362,Consolidated Edison,2019-01-10T00:00:00.000,538,Natural Gas,982,1,Electric Reduction,Single Family,Building Shell,510,1,109,"{'latitude': '40.759952', 'longitude': '-73.733367', 'human_address': '{""address"": """", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": ""11362""}'}",196,832,2137,,National Grid
